Datetime,FLOW-IN-CALC-CLEANED,FLOW-IN-CALC-CLEANED-VOLCOR,FLOW-IN-CALC-RAW-PEAKS
04Dec2015  0800,6310,5246,10840
04Dec2015  0900,6358,5286,1934
04Dec2015  1000,6407,5327,904
04Dec2015  1100,6455,5367,5270
04Dec2015  1200,6504,5407,-1864
04Dec2015  1300,6552,5448,8450
04Dec2015  1400,6601,5488,6229
04Dec2015  1500,6649,5528,-1765
04Dec2015  1600,6698,5569,8699
04Dec2015  1700,6746,5609,-10307
04Dec2015  1800,6795,5649,12407
04Dec2015  1900,6843,5690,1390
04Dec2015  2000,6892,5730,2056
04Dec2015  2100,6940,5770,-118
04Dec2015  2200,6989,5811,5592
04Dec2015  2300,7037,5851,-805
05Dec2015  0000,7086,5891,8595
05Dec2015  0100,7134,5932,3790
05Dec2015  0200,7183,5972,634
05Dec2015  0300,7231,6012,7777
05Dec2015  0400,7280,6052,3096
05Dec2015  0500,7328,6093,1835
05Dec2015  0600,7377,6133,3399
05Dec2015  0700,7425,6173,3151
05Dec2015  0800,7474,6214,1143
05Dec2015  0900,7522,6254,6537
05Dec2015  1000,7571,6294,-1323
05Dec2015  1100,7619,6335,7830
05Dec2015  1200,7668,6375,-877
05Dec2015  1300,7716,6415,5292
05Dec2015  1400,7765,6456,9620
05Dec2015  1500,7813,6496,-3976
05Dec2015  1600,7862,6536,5186
05Dec2015  1700,7910,6577,2544
05Dec2015  1800,7959,6617,7923
05Dec2015  1900,8007,6657,-2708
05Dec2015  2000,8056,6698,-2698
05Dec2015  2100,8104,6738,3346
05Dec2015  2200,8153,6778,1426
05Dec2015  2300,8201,6819,9400
06Dec2015  0000,8250,6859,2363
06Dec2015  0100,8298,6899,-6627
06Dec2015  0200,8347,6939,11923
06Dec2015  0300,8395,6980,4043
06Dec2015  0400,8444,7020,12053
06Dec2015  0500,8492,7060,-7574
06Dec2015  0600,8541,7101,-1200
06Dec2015  0700,8589,7141,8920
06Dec2015  0800,8638,7181,-2364
06Dec2015  0900,8693,7228,5503
06Dec2015  1000,8858,7364,5753
06Dec2015  1100,9022,7501,2868
06Dec2015  1200,9186,7637,4126
06Dec2015  1300,9350,7774,1827
06Dec2015  1400,9515,7910,8930
06Dec2015  1500,9679,8047,-2251
06Dec2015  1600,9843,8184,7087
06Dec2015  1700,10007,8320,-2657
06Dec2015  1800,10172,8457,8600
06Dec2015  1900,10336,8593,5017
06Dec2015  2000,10500,8730,3179
06Dec2015  2100,10664,8866,4727
06Dec2015  2200,10829,9003,901
06Dec2015  2300,10993,9140,12055
07Dec2015  0000,11157,9276,6315
07Dec2015  0100,11321,9413,-5321
07Dec2015  0200,11486,9549,20830
07Dec2015  0300,11650,9686,-2080
07Dec2015  0400,11814,9822,9440
07Dec2015  0500,11978,9959,1084
07Dec2015  0600,12143,10095,3127
07Dec2015  0700,12307,10232,19537
07Dec2015  0800,12471,10369,2546
07Dec2015  0900,12636,10505,17170
07Dec2015  1000,12800,10642,3906
07Dec2015  1100,12964,10778,15254
07Dec2015  1200,13128,10915,7355
07Dec2015  1300,13293,11051,10062
07Dec2015  1400,13457,11188,5695
07Dec2015  1500,13621,11325,8980
07Dec2015  1600,13785,11461,15340
07Dec2015  1700,13950,11598,14720
07Dec2015  1800,14114,11734,10760
07Dec2015  1900,14441,12006,17293
07Dec2015  2000,15208,12644,6097
07Dec2015  2100,15976,13283,6730
07Dec2015  2200,16744,13921,21043
07Dec2015  2300,17512,14559,7023
08Dec2015  0000,18280,15198,12017
08Dec2015  0100,19048,15836,15002
08Dec2015  0200,19815,16474,16258
08Dec2015  0300,20583,17113,8965
08Dec2015  0400,21351,17751,26880
08Dec2015  0500,23712,19714,7589
08Dec2015  0600,27956,23242,23134
08Dec2015  0700,32199,26770,23473
08Dec2015  0800,35934,29876,10072
08Dec2015  0900,37480,31161,27948
08Dec2015  1000,39026,32446,12909
08Dec2015  1100,40572,33731,18595
08Dec2015  1200,42118,35017,34906
08Dec2015  1300,43663,36302,16637
08Dec2015  1400,45209,37587,19455
08Dec2015  1500,46755,38872,30112
08Dec2015  1600,48301,40157,12089
08Dec2015  1700,49847,41442,33614
08Dec2015  1800,51392,42728,16186
08Dec2015  1900,52938,44013,35349
08Dec2015  2000,54484,45298,23117
08Dec2015  2100,56030,46583,60304
08Dec2015  2200,57575,47868,51740
08Dec2015  2300,59121,49153,52057
09Dec2015  0000,60667,50438,39554
09Dec2015  0100,62213,51724,38176
09Dec2015  0200,64879,53941,33531
09Dec2015  0300,67926,56473,56948
09Dec2015  0400,70972,59006,44100
09Dec2015  0500,74018,61538,61190
09Dec2015  0600,76509,63609,51393
09Dec2015  0700,78119,64948,63020
09Dec2015  0800,79730,66288,61805
09Dec2015  0900,81341,67627,59133
09Dec2015  1000,82952,68966,69480
09Dec2015  1100,84562,70305,66840
09Dec2015  1200,86173,71644,94873
09Dec2015  1300,87784,72983,76260
09Dec2015  1400,87544,72784,72155
09Dec2015  1500,86707,72088,78367
09Dec2015  1600,85871,71393,89126
09Dec2015  1700,85034,70697,67129
09Dec2015  1800,84197,70002,100401
09Dec2015  1900,83361,69306,81317
09Dec2015  2000,82524,68611,75433
09Dec2015  2100,81688,67915,73173
09Dec2015  2200,80851,67220,69828
09Dec2015  2300,80015,66524,74916
10Dec2015  0000,79178,65829,71628
10Dec2015  0100,78916,65611,78976
10Dec2015  0200,78751,65473,70603
10Dec2015  0300,78585,65336,75698
10Dec2015  0400,78420,65198,73684
10Dec2015  0500,78255,65061,73995
10Dec2015  0600,78089,64923,61797
10Dec2015  0700,77924,64786,76918
10Dec2015  0800,77759,64649,70539
10Dec2015  0900,77593,64511,59055
10Dec2015  1000,77428,64374,75038
10Dec2015  1100,77263,64236,52655
10Dec2015  1200,77097,64099,60643
10Dec2015  1300,74821,62206,60720
10Dec2015  1400,72214,60039,57117
10Dec2015  1500,69608,57872,62892
10Dec2015  1600,62063,51599,43286
10Dec2015  1700,55770,46367,57109
10Dec2015  1800,54012,44905,49096
10Dec2015  1900,52254,43444,48610
10Dec2015  2000,50496,41982,57747
10Dec2015  2100,48738,40521,37678
10Dec2015  2200,46980,39059,35831
10Dec2015  2300,45222,37598,50429
11Dec2015  0000,44057,36629,42164
11Dec2015  0100,42914,35678,45103
11Dec2015  0200,41771,34728,32906
11Dec2015  0300,40628,33778,31814
11Dec2015  0400,39484,32827,45483
11Dec2015  0500,38341,31877,37377
11Dec2015  0600,37198,30927,33384
11Dec2015  0700,36103,30016,33478
11Dec2015  0800,35103,29184,32527
11Dec2015  0900,34102,28353,41772
11Dec2015  1000,33102,27521,33771
11Dec2015  1100,32102,26690,28625
11Dec2015  1200,31155,25902,33687
11Dec2015  1300,30209,25116,30515
11Dec2015  1400,29264,24330,31499
11Dec2015  1500,28318,23543,24161
11Dec2015  1600,27372,22757,11396
11Dec2015  1700,26564,22086,37825
11Dec2015  1800,25882,21519,25738
11Dec2015  1900,25201,20952,19537
11Dec2015  2000,24519,20385,12270
11Dec2015  2100,23837,19818,13479
11Dec2015  2200,23155,19251,28974
11Dec2015  2300,22473,18684,13509
12Dec2015  0000,21791,18117,25005
12Dec2015  0100,21109,17550,25314
12Dec2015  0200,20779,17276,14532
12Dec2015  0300,20537,17074,27664
12Dec2015  0400,20294,16873,25709
12Dec2015  0500,20052,16671,21816
12Dec2015  0600,19809,16470,17849
12Dec2015  0700,19567,16268,20497
12Dec2015  0800,19325,16066,19174
12Dec2015  0900,19082,15865,20460
12Dec2015  1000,18840,15663,21788
12Dec2015  1100,18597,15462,20453
12Dec2015  1200,18355,15260,13830
12Dec2015  1300,18112,15058,21823
12Dec2015  1400,17870,14857,17808
12Dec2015  1500,17728,14739,17848
12Dec2015  1600,17625,14654,8566
12Dec2015  1700,17522,14568,27122
12Dec2015  1800,17420,14483,13860
12Dec2015  1900,17317,14397,17839
12Dec2015  2000,17214,14312,13820
12Dec2015  2100,17111,14226,12494
12Dec2015  2200,17008,14141,19127
12Dec2015  2300,16906,14055,12494
13Dec2015  0000,16803,13970,11166
13Dec2015  0100,16700,13884,25764
13Dec2015  0200,16597,13799,8511
13Dec2015  0300,16495,13714,12494
13Dec2015  0400,16392,13628,24439
13Dec2015  0500,16289,13543,13820
13Dec2015  0600,16186,13457,11204
13Dec2015  0700,16083,13372,16516
13Dec2015  0800,15981,13286,19170
13Dec2015  0900,15878,13201,5894
13Dec2015  1000,15775,13115,28468
13Dec2015  1100,15672,13030,11204
13Dec2015  1200,15569,12944,5881
13Dec2015  1300,15467,12859,25813
13Dec2015  1400,15364,12773,7209
13Dec2015  1500,15261,12688,27136
13Dec2015  1600,15139,12587,-724
13Dec2015  1700,15007,12477,17875
13Dec2015  1800,14875,12367,5921
13Dec2015  1900,14742,12257,19202
13Dec2015  2000,14610,12147,15178
13Dec2015  2100,14478,12037,12522
13Dec2015  2200,14346,11927,15178
13Dec2015  2300,14213,11817,12532
14Dec2015  0000,14081,11707,11234
14Dec2015  0100,13949,11597,13860
14Dec2015  0200,13817,11487,16516
14Dec2015  0300,13684,11377,4566
14Dec2015  0400,13552,11267,20498
14Dec2015  0500,13420,11157,8550
14Dec2015  0600,13287,11047,13860
14Dec2015  0700,13155,10937,8550
14Dec2015  0800,13023,10827,16514
14Dec2015  0900,12891,10717,11206
14Dec2015  1000,12758,10607,9879
14Dec2015  1100,12626,10497,17841
14Dec2015  1200,12494,10387,4570
14Dec2015  1300,12362,10277,16514
14Dec2015  1400,12229,10168,7226
14Dec2015  1500,12097,10058,19166
14Dec2015  1600,11965,9948,-730
14Dec2015  1700,11833,9838,13830
14Dec2015  1800,11700,9728,11179
14Dec2015  1900,11568,9618,13830
14Dec2015  2000,11436,9508,17808
14Dec2015  2100,11304,9398,4549
14Dec2015  2200,11171,9288,13830
14Dec2015  2300,11039,9178,11179
15Dec2015  0000,10907,9068,3230
15Dec2015  0100,10775,8958,16478
15Dec2015  0200,10642,8848,11182
15Dec2015  0300,10510,8738,8542
15Dec2015  0400,10410,8655,9867
15Dec2015  0500,10326,8585,4573
15Dec2015  0600,10241,8515,11193
15Dec2015  0700,10157,8444,9870
15Dec2015  0800,10072,8374,17810
15Dec2015  0900,9988,8304,3254
15Dec2015  1000,9904,8234,7227
15Dec2015  1100,9819,8164,11205
15Dec2015  1200,9735,8093,7240
15Dec2015  1300,9650,8023,9884
15Dec2015  1400,9566,7953,13850
15Dec2015  1500,9481,7883,13850
15Dec2015  1600,9397,7813,-2004
15Dec2015  1700,9313,7742,7248
15Dec2015  1800,9228,7672,17821
15Dec2015  1900,9144,7602,8578
15Dec2015  2000,9059,7532,7259
15Dec2015  2100,8975,7462,16499
15Dec2015  2200,8890,7391,3303
15Dec2015  2300,8806,7321,7264
16Dec2015  0000,8722,7251,7237
16Dec2015  0100,8637,7181,11192
16Dec2015  0200,8553,7111,8557
16Dec2015  0300,8468,7040,9876
16Dec2015  0400,8384,6970,5924
16Dec2015  0500,8299,6900,9888
16Dec2015  0600,8215,6830,9889
16Dec2015  0700,8130,6760,3307
16Dec2015  0800,8046,6689,11208
16Dec2015  0900,7962,6619,8575
16Dec2015  1000,7889,6559,9894
16Dec2015  1100,7883,6554,8548
16Dec2015  1200,7876,6548,16470
16Dec2015  1300,7870,6543,-5873
16Dec2015  1400,7863,6538,21698
16Dec2015  1500,7857,6532,-1921
16Dec2015  1600,7850,6527,15123
16Dec2015  1700,7844,6521,3303
16Dec2015  1800,7837,6516,9880
16Dec2015  1900,7831,6511,4632
16Dec2015  2000,7824,6505,13820
16Dec2015  2100,7818,6500,-612
16Dec2015  2200,7811,6494,16443
16Dec2015  2300,7805,6489,13820
17Dec2015  0000,7798,6484,-4527
17Dec2015  0100,7792,6478,19074
17Dec2015  0200,7785,6473,5965
17Dec2015  0300,7779,6467,7279
17Dec2015  0400,7772,6462,3351
17Dec2015  0500,7766,6457,5974
17Dec2015  0600,7759,6451,12532
17Dec2015  0700,7753,6446,754
17Dec2015  0800,7746,6440,17765
17Dec2015  0900,7740,6435,7300
17Dec2015  1000,7733,6430,7300
17Dec2015  1100,7727,6424,7313
17Dec2015  1200,7720,6419,13850
17Dec2015  1300,7714,6413,-523
17Dec2015  1400,7707,6408,3402
17Dec2015  1500,7701,6403,15195
17Dec2015  1600,7694,6397,2111
17Dec2015  1700,7732,6428,13820
17Dec2015  1800,7794,6480,12475
17Dec2015  1900,7857,6532,-4472
17Dec2015  2000,7920,6585,8575
17Dec2015  2100,7983,6637,7273
17Dec2015  2200,8045,6689,9880
17Dec2015  2300,8108,6741,9882
18Dec2015  0000,8171,6793,8589
18Dec2015  0100,8233,6845,5986
18Dec2015  0200,8296,6897,13800
18Dec2015  0300,8359,6950,8592
18Dec2015  0400,8422,7002,8594
18Dec2015  0500,8484,7054,4693
18Dec2015  0600,8547,7106,16402
18Dec2015  0700,8610,7158,6006
18Dec2015  0800,8672,7210,9909
18Dec2015  0900,8735,7262,810
18Dec2015  1000,8798,7315,8613
18Dec2015  1100,8861,7367,19007
18Dec2015  1200,8923,7419,-3077
18Dec2015  1300,8986,7471,19005
18Dec2015  1400,9049,7523,11223
18Dec2015  1500,9111,7575,16417
18Dec2015  1600,9174,7627,835
18Dec2015  1700,9237,7679,13820
18Dec2015  1800,9300,7732,8629
18Dec2015  1900,9362,7784,13820
18Dec2015  2000,9425,7836,9207
18Dec2015  2100,9488,7888,13100
18Dec2015  2200,9550,7940,12104
18Dec2015  2300,9613,7992,7871
19Dec2015  0000,9679,8047,16912
19Dec2015  0100,9889,8222,13060
19Dec2015  0200,10099,8396,13020
19Dec2015  0300,10308,8570,14318
19Dec2015  0400,10518,8745,14316
19Dec2015  0500,10728,8919,10426
19Dec2015  0600,10938,9094,14318
19Dec2015  0700,11148,9268,9127
19Dec2015  0800,11358,9443,15615
19Dec2015  0900,11567,9617,10425
19Dec2015  1000,11777,9792,15615
19Dec2015  1100,11987,9966,5237
19Dec2015  1200,12197,10141,20803
19Dec2015  1300,12407,10315,5237
19Dec2015  1400,12617,10489,16912
19Dec2015  1500,12616,10489,6536
19Dec2015  1600,12578,10458,15612
19Dec2015  1700,12541,10426,7834
19Dec2015  1800,12503,10395,16910
19Dec2015  1900,12465,10364,10816
19Dec2015  2000,12428,10333,5933
19Dec2015  2100,12390,10301,15046
19Dec2015  2200,12353,10270,8605
19Dec2015  2300,12315,10239,16382
20Dec2015  0000,12277,10207,8605
20Dec2015  0100,12240,10176,17679
20Dec2015  0200,12202,10145,7320
20Dec2015  0300,12164,10114,5987
20Dec2015  0400,12127,10082,16351
20Dec2015  0500,12089,10051,4696
20Dec2015  0600,12052,10020,11171
20Dec2015  0700,12014,9988,13760
20Dec2015  0800,11976,9957,3405
20Dec2015  0900,11939,9926,18936
20Dec2015  1000,11901,9895,5996
20Dec2015  1100,11863,9863,17651
20Dec2015  1200,11826,9832,2127
20Dec2015  1300,11788,9801,12477
20Dec2015  1400,11751,9769,11184
20Dec2015  1500,11713,9738,6012
20Dec2015  1600,11675,9707,6015
20Dec2015  1700,11638,9676,18940
20Dec2015  1800,11600,9644,7309
20Dec2015  1900,11562,9613,9893
20Dec2015  2000,11525,9582,9905
20Dec2015  2100,11487,9550,12488
20Dec2015  2200,11448,9518,7323
20Dec2015  2300,11402,9480,7325
21Dec2015  0000,11357,9442,11200
21Dec2015  0100,11311,9404,8618
21Dec2015  0200,11266,9366,9910
21Dec2015  0300,11220,9329,7329
21Dec2015  0400,11175,9291,7342
21Dec2015  0500,11129,9253,9923
21Dec2015  0600,11084,9215,12501
21Dec2015  0700,11039,9177,12501
21Dec2015  0800,10993,9140,7345
21Dec2015  0900,10948,9102,11214
21Dec2015  1000,10902,9064,2197
21Dec2015  1100,10857,9026,17654
21Dec2015  1200,10811,8988,13790
21Dec2015  1300,10766,8951,9936
21Dec2015  1400,10720,8913,8650
21Dec2015  1500,10675,8875,4790
21Dec2015  1600,10629,8837,6080
21Dec2015  1700,10584,8799,12514
21Dec2015  1800,10538,8762,13800
21Dec2015  1900,10493,8724,-345
21Dec2015  2000,10448,8686,13810
21Dec2015  2100,10402,8648,6098
21Dec2015  2200,10357,8610,9955
21Dec2015  2300,10311,8573,6104
22Dec2015  0000,10266,8535,15054
22Dec2015  0100,10220,8497,4791
22Dec2015  0200,10175,8459,11212
22Dec2015  0300,10129,8421,8647
22Dec2015  0400,10084,8384,8647
22Dec2015  0500,10038,8346,11213
22Dec2015  0600,9993,8308,12497
22Dec2015  0700,9947,8270,2238
22Dec2015  0800,9902,8232,18919
22Dec2015  0900,9864,8201,969
22Dec2015  1000,9840,8181,11228
22Dec2015  1100,9816,8161,15071
22Dec2015  1200,9792,8141,2259
22Dec2015  1300,9768,8121,8667
22Dec2015  1400,9745,8102,17642
22Dec2015  1500,9721,8082,2275
22Dec2015  1600,9697,8062,-277
22Dec2015  1700,9673,8042,17599
22Dec2015  1800,9649,8022,6084
22Dec2015  1900,9625,8002,7375
22Dec2015  2000,9601,7982,2264
22Dec2015  2100,9577,7962,12533
22Dec2015  2200,9553,7942,7381
22Dec2015  2300,9529,7923,13770
23Dec2015  0000,9505,7903,4838
23Dec2015  0100,9481,7883,2290
23Dec2015  0200,9457,7863,13780
23Dec2015  0300,9433,7843,7400
23Dec2015  0400,9410,7823,1024
23Dec2015  0500,9386,7803,11240
23Dec2015  0600,9362,7783,-231
23Dec2015  0700,9338,7763,23986
23Dec2015  0800,9314,7743,6143
23Dec2015  0900,9290,7724,8654
23Dec2015  1000,9266,7704,6117
23Dec2015  1100,9242,7684,12486
23Dec2015  1200,9218,7664,8666
23Dec2015  1300,9194,7644,6162
23Dec2015  1400,9170,7624,11254
23Dec2015  1500,9146,7604,2350
23Dec2015  1600,9122,7584,4869
23Dec2015  1700,9098,7564,12538
23Dec2015  1800,9075,7545,3603
23Dec2015  1900,9051,7525,15041
23Dec2015  2000,9027,7505,6147
23Dec2015  2100,9003,7485,6160
23Dec2015  2200,8979,7465,8701
23Dec2015  2300,8955,7445,4896
24Dec2015  0000,8931,7425,12511
